image_dir,conv_a,conv_b,conv_c,conv_d,conv_e,conv_f,conv_g,conv_h,is_fridge_corner
./corner_detector_dataset/images/josea_1664324931_1802912.jpg,-2247.0,-2475.0,-2281.0,-2507.0,33.0,-33.0,227.0,-227.0,0.0
./corner_detector_dataset/images/josea_1664324931_3158364.jpg,-2416.0,-2698.0,-2464.0,-2726.0,38.0,-38.0,272.0,-272.0,0.0
./corner_detector_dataset/images/josea_1664324931_807615.jpg,-2589.0,-2913.0,-2697.0,-2959.0,77.0,-77.0,293.0,-293.0,0.0
./corner_detector_dataset/images/josea_1664324931_97485.jpg,-2783.0,-3057.0,-2929.0,-3165.0,127.0,-127.0,255.0,-255.0,0.0
./corner_detector_dataset/images/josea_1664324932_1389678.jpg,-2949.0,-3221.0,-3083.0,-3357.0,135.0,-135.0,273.0,-273.0,0.0
./corner_detector_dataset/images/josea_1664324932_2853565.jpg,-3101.0,-3407.0,-3261.0,-3545.0,149.0,-149.0,295.0,-295.0,0.0
./corner_detector_dataset/images/josea_1664324932_4190476.jpg,-3280.0,-3628.0,-3432.0,-3784.0,154.0,-154.0,350.0,-350.0,0.0
./corner_detector_dataset/images/josea_1664324932_584743.jpg,-3480.0,-3840.0,-3662.0,-3978.0,160.0,-160.0,338.0,-338.0,0.0
./corner_detector_dataset/images/josea_1664324932_7520492.jpg,-3661.0,-4007.0,-3859.0,-4171.0,181.0,-181.0,329.0,-329.0,0.0
./corner_detector_dataset/images/josea_1664324932_919879.jpg,-3846.0,-4236.0,-4024.0,-4418.0,180.0,-180.0,392.0,-392.0,0.0
./corner_detector_dataset/images/josea_1664324933_1207905.jpg,-3637.0,-5515.0,-4679.0,-5675.0,601.0,-601.0,1437.0,-1437.0,0.0
./corner_detector_dataset/images/josea_1664324933_7665076.jpg,-4496.0,-6858.0,-6672.0,-8038.0,1678.0,-1678.0,1864.0,-1864.0,1.0
./corner_detector_dataset/images/josea_1664324934_7641678.jpg,-5754.0,-6660.0,-8308.0,-8646.0,2270.0,-2270.0,622.0,-622.0,0.0
./corner_detector_dataset/images/josea_1664324935_1934998.jpg,-6029.0,-6403.0,-8465.0,-8809.0,2421.0,-2421.0,359.0,-359.0,0.0
./corner_detector_dataset/images/josea_1664324935_3619301.jpg,-5974.0,-6512.0,-8404.0,-8750.0,2334.0,-2334.0,442.0,-442.0,0.0
./corner_detector_dataset/images/josea_1664324935_5279837.jpg,-5960.0,-6542.0,-8482.0,-8824.0,2402.0,-2402.0,462.0,-462.0,0.0
./corner_detector_dataset/images/josea_1664324935_6795747.jpg,-6048.0,-6320.0,-8496.0,-8696.0,2412.0,-2412.0,236.0,-236.0,0.0
./corner_detector_dataset/images/josea_1664324935_8282166.jpg,-5657.0,-6527.0,-8539.0,-8815.0,2585.0,-2585.0,573.0,-573.0,0.0
./corner_detector_dataset/images/josea_1664324935_9938874.jpg,-5829.0,-6069.0,-8685.0,-8779.0,2783.0,-2783.0,167.0,-167.0,0.0
./corner_detector_dataset/images/josea_1664324936_5088415.jpg,-5851.0,-5587.0,-8149.0,-8247.0,2479.0,-2479.0,-83.0,83.0,0.0
./corner_detector_dataset/images/josea_1664324937_5765562.jpg,-6496.0,-4138.0,-6286.0,-6052.0,852.0,-852.0,-1296.0,1296.0,1.0
./corner_detector_dataset/images/josea_1664324937_993523.jpg,-5058.0,-4360.0,-4530.0,-4128.0,-380.0,380.0,-550.0,550.0,0.0
./corner_detector_dataset/images/josea_1664324938_3923366.jpg,-4158.0,-3228.0,-3766.0,-2724.0,-448.0,448.0,-986.0,986.0,0.0
./corner_detector_dataset/images/josea_1664324938_5582912.jpg,-2815.0,-2407.0,-2719.0,-2077.0,-213.0,213.0,-525.0,525.0,0.0
./corner_detector_dataset/images/josea_1664324938_704382.jpg,-2262.0,-1996.0,-2058.0,-1920.0,-140.0,140.0,-202.0,202.0,0.0
./corner_detector_dataset/images/josea_1664324938_8860984.jpg,-2205.0,-1755.0,-1589.0,-1521.0,-425.0,425.0,-259.0,259.0,0.0
./corner_detector_dataset/images/josea_1664324939_037984.jpg,-1995.0,-2041.0,-1211.0,-1447.0,-689.0,689.0,141.0,-141.0,0.0
./corner_detector_dataset/images/josea_1664324939_1986072.jpg,-2125.0,-3489.0,-1453.0,-2735.0,-713.0,713.0,1323.0,-1323.0,0.0
./corner_detector_dataset/images/josea_1664324939_3468246.jpg,-3428.0,-3448.0,-2812.0,-2888.0,-588.0,588.0,48.0,-48.0,0.0
./corner_detector_dataset/images/josea_1664324939_5163755.jpg,-2896.0,-4642.0,-3116.0,-4042.0,-190.0,190.0,1336.0,-1336.0,0.0
./corner_detector_dataset/images/josea_1664324939_6474426.jpg,-4045.0,-4599.0,-4357.0,-4805.0,259.0,-259.0,501.0,-501.0,0.0
./corner_detector_dataset/images/josea_1664324939_826178.jpg,-4382.0,-4402.0,-4594.0,-4690.0,250.0,-250.0,58.0,-58.0,0.0
./corner_detector_dataset/images/josea_1664324940_007207.jpg,-4220.0,-4176.0,-4400.0,-4360.0,182.0,-182.0,-42.0,42.0,0.0
./corner_detector_dataset/images/josea_1664324940_1739676.jpg,-2057.0,-2287.0,-2119.0,-2311.0,43.0,-43.0,211.0,-211.0,0.0
./corner_detector_dataset/images/josea_1664324940_3569982.jpg,-2215.0,-2441.0,-2305.0,-2517.0,83.0,-83.0,219.0,-219.0,0.0
./corner_detector_dataset/images/josea_1664324940_5722675.jpg,-2371.0,-2653.0,-2481.0,-2745.0,101.0,-101.0,273.0,-273.0,0.0
./corner_detector_dataset/images/josea_1664324940_7402613.jpg,-2572.0,-2892.0,-2686.0,-2990.0,106.0,-106.0,312.0,-312.0,0.0
./corner_detector_dataset/images/josea_1664324941_25255.jpg,-2799.0,-3085.0,-2935.0,-3195.0,123.0,-123.0,273.0,-273.0,0.0
./corner_detector_dataset/images/josea_1664324941_3033342.jpg,-2960.0,-3246.0,-3124.0,-3378.0,148.0,-148.0,270.0,-270.0,0.0
./corner_detector_dataset/images/josea_1664324941_3621755.jpg,-3130.0,-3416.0,-3276.0,-3558.0,144.0,-144.0,284.0,-284.0,0.0
./corner_detector_dataset/images/josea_1664324941_4114153.jpg,-3314.0,-3610.0,-3432.0,-3752.0,130.0,-130.0,308.0,-308.0,0.0
./corner_detector_dataset/images/josea_1664324941_7431734.jpg,-3505.0,-3817.0,-3585.0,-3919.0,91.0,-91.0,323.0,-323.0,0.0
./corner_detector_dataset/images/josea_1664324941_923509.jpg,-3680.0,-4002.0,-3762.0,-4084.0,82.0,-82.0,322.0,-322.0,0.0
./corner_detector_dataset/images/josea_1664324942_1061301.jpg,-3896.0,-4166.0,-3876.0,-4234.0,24.0,-24.0,314.0,-314.0,0.0
./corner_detector_dataset/images/josea_1664324942_2565382.jpg,-3920.0,-5930.0,-4146.0,-5900.0,98.0,-98.0,1882.0,-1882.0,0.0
./corner_detector_dataset/images/josea_1664324942_4244885.jpg,-5588.0,-8342.0,-6430.0,-8636.0,568.0,-568.0,2480.0,-2480.0,0.0
./corner_detector_dataset/images/josea_1664324942_587885.jpg,-7665.0,-8357.0,-8317.0,-9163.0,729.0,-729.0,769.0,-769.0,0.0
./corner_detector_dataset/images/josea_1664324942_7694042.jpg,-7822.0,-8480.0,-8750.0,-9076.0,762.0,-762.0,492.0,-492.0,0.0
./corner_detector_dataset/images/josea_1664324942_9510505.jpg,-7783.0,-8363.0,-8791.0,-9273.0,959.0,-959.0,531.0,-531.0,0.0
./corner_detector_dataset/images/josea_1664324943_1005044.jpg,-7833.0,-8421.0,-8833.0,-9355.0,967.0,-967.0,555.0,-555.0,0.0
./corner_detector_dataset/images/josea_1664324943_4501402.jpg,-7830.0,-8314.0,-8972.0,-9232.0,1030.0,-1030.0,372.0,-372.0,0.0
./corner_detector_dataset/images/josea_1664324943_6164172.jpg,-7905.0,-8427.0,-8651.0,-9491.0,905.0,-905.0,681.0,-681.0,0.0
./corner_detector_dataset/images/josea_1664324943_7676275.jpg,-8201.0,-8245.0,-8729.0,-8923.0,603.0,-603.0,119.0,-119.0,0.0
./corner_detector_dataset/images/josea_1664324943_9487185.jpg,-7850.0,-7622.0,-8302.0,-8114.0,472.0,-472.0,-208.0,208.0,0.0
./corner_detector_dataset/images/josea_1664324944_1164837.jpg,-7291.0,-4375.0,-6961.0,-4675.0,-15.0,15.0,-2601.0,2601.0,0.0
./corner_detector_dataset/images/josea_1664324944_2927058.jpg,-4444.0,-3708.0,-4034.0,-3378.0,-370.0,370.0,-696.0,696.0,0.0
./corner_detector_dataset/images/josea_1664324944_4427528.jpg,-3363.0,-2809.0,-3267.0,-2435.0,-235.0,235.0,-693.0,693.0,0.0
./corner_detector_dataset/images/josea_1664324944_606576.jpg,-2615.0,-2019.0,-2345.0,-1963.0,-163.0,163.0,-489.0,489.0,0.0
./corner_detector_dataset/images/josea_1664324945_119139.jpg,-2095.0,-1735.0,-1727.0,-1445.0,-329.0,329.0,-321.0,321.0,0.0
./corner_detector_dataset/images/josea_1664324945_1744363.jpg,-1568.0,-1426.0,-1528.0,-1122.0,-172.0,172.0,-274.0,274.0,0.0
./corner_detector_dataset/images/josea_1664324945_225185.jpg,-1361.0,-1241.0,-1177.0,-1223.0,-101.0,101.0,-37.0,37.0,0.0
./corner_detector_dataset/images/josea_1664324945_2849395.jpg,-1653.0,-2333.0,-885.0,-2127.0,-487.0,487.0,961.0,-961.0,0.0
./corner_detector_dataset/images/josea_1664324945_3342533.jpg,-2602.0,-2768.0,-1994.0,-2004.0,-686.0,686.0,88.0,-88.0,0.0
./corner_detector_dataset/images/josea_1664324945_3961442.jpg,-2249.0,-4567.0,-2463.0,-4167.0,-93.0,93.0,2011.0,-2011.0,0.0
./corner_detector_dataset/images/josea_1664324945_44494.jpg,-4132.0,-4636.0,-4314.0,-4834.0,190.0,-190.0,512.0,-512.0,0.0
./corner_detector_dataset/images/josea_1664324945_5976884.jpg,-4413.0,-4457.0,-4615.0,-4625.0,185.0,-185.0,27.0,-27.0,0.0
./corner_detector_dataset/images/josea_1664324945_810427.jpg,-4089.0,-4279.0,-4525.0,-4481.0,319.0,-319.0,73.0,-73.0,0.0
./corner_detector_dataset/images/josea_1664324945_9779778.jpg,-2069.0,-2267.0,-2099.0,-2311.0,37.0,-37.0,205.0,-205.0,0.0
./corner_detector_dataset/images/josea_1664324946_15822.jpg,-2228.0,-2478.0,-2284.0,-2502.0,40.0,-40.0,234.0,-234.0,0.0
./corner_detector_dataset/images/josea_1664324946_3576233.jpg,-2411.0,-2671.0,-2469.0,-2731.0,59.0,-59.0,261.0,-261.0,0.0
./corner_detector_dataset/images/josea_1664324946_538639.jpg,-2586.0,-2910.0,-2674.0,-2970.0,74.0,-74.0,310.0,-310.0,0.0
./corner_detector_dataset/images/josea_1664324946_6982088.jpg,-2815.0,-3111.0,-2917.0,-3191.0,91.0,-91.0,285.0,-285.0,0.0
./corner_detector_dataset/images/josea_1664324947_203213.jpg,-3019.0,-3261.0,-3093.0,-3357.0,85.0,-85.0,253.0,-253.0,0.0
./corner_detector_dataset/images/josea_1664324947_2627182.jpg,-3154.0,-3430.0,-3230.0,-3502.0,74.0,-74.0,274.0,-274.0,0.0
./corner_detector_dataset/images/josea_1664324947_313913.jpg,-3334.0,-3558.0,-3364.0,-3624.0,48.0,-48.0,242.0,-242.0,0.0
./corner_detector_dataset/images/josea_1664324947_3705032.jpg,-3469.0,-3691.0,-3437.0,-3717.0,-3.0,3.0,251.0,-251.0,0.0
./corner_detector_dataset/images/josea_1664324947_420487.jpg,-3604.0,-3864.0,-3526.0,-3822.0,-60.0,60.0,278.0,-278.0,0.0
./corner_detector_dataset/images/josea_1664324947_4784975.jpg,-3669.0,-4047.0,-3721.0,-3973.0,-11.0,11.0,315.0,-315.0,0.0
./corner_detector_dataset/images/josea_1664324947_5298564.jpg,-4002.0,-5530.0,-3712.0,-5588.0,-116.0,116.0,1702.0,-1702.0,0.0
./corner_detector_dataset/images/josea_1664324947_846084.jpg,-5335.0,-8927.0,-6115.0,-8729.0,291.0,-291.0,3103.0,-3103.0,0.0
./corner_detector_dataset/images/josea_1664324948_044895.jpg,-7917.0,-8643.0,-8725.0,-9377.0,771.0,-771.0,689.0,-689.0,0.0
./corner_detector_dataset/images/josea_1664324948_2115464.jpg,-8117.0,-8779.0,-8907.0,-9535.0,773.0,-773.0,645.0,-645.0,0.0
./corner_detector_dataset/images/josea_1664324948_3751352.jpg,-8278.0,-8830.0,-9042.0,-9566.0,750.0,-750.0,538.0,-538.0,0.0
./corner_detector_dataset/images/josea_1664324948_5222197.jpg,-8328.0,-8890.0,-9038.0,-9604.0,712.0,-712.0,564.0,-564.0,0.0
./corner_detector_dataset/images/josea_1664324948_7232625.jpg,-8355.0,-8907.0,-9103.0,-9565.0,703.0,-703.0,507.0,-507.0,0.0
./corner_detector_dataset/images/josea_1664324948_8907418.jpg,-8313.0,-8865.0,-9111.0,-9577.0,755.0,-755.0,509.0,-509.0,0.0
./corner_detector_dataset/images/josea_1664324949_088246.jpg,-8471.0,-8201.0,-8929.0,-8945.0,601.0,-601.0,-127.0,127.0,0.0
./corner_detector_dataset/images/josea_1664324949_254275.jpg,-7879.0,-7627.0,-8233.0,-8031.0,379.0,-379.0,-227.0,227.0,0.0
./corner_detector_dataset/images/josea_1664324949_422285.jpg,-7117.0,-3875.0,-6901.0,-4141.0,25.0,-25.0,-3001.0,3001.0,0.0
./corner_detector_dataset/images/josea_1664324949_603008.jpg,-3879.0,-3141.0,-3627.0,-2935.0,-229.0,229.0,-715.0,715.0,0.0
./corner_detector_dataset/images/josea_1664324949_816603.jpg,-2916.0,-2522.0,-2790.0,-2292.0,-178.0,178.0,-446.0,446.0,0.0
./corner_detector_dataset/images/josea_1664324950_0168262.jpg,-2288.0,-1864.0,-2316.0,-1748.0,-44.0,44.0,-496.0,496.0,0.0
./corner_detector_dataset/images/josea_1664324950_1993752.jpg,-1729.0,-1389.0,-1715.0,-1413.0,5.0,-5.0,-321.0,321.0,0.0
./corner_detector_dataset/images/josea_1664324950_362701.jpg,-1427.0,-1245.0,-1361.0,-1233.0,-39.0,39.0,-155.0,155.0,0.0
./corner_detector_dataset/images/josea_1664324950_5506296.jpg,-1248.0,-1188.0,-1238.0,-1126.0,-36.0,36.0,-86.0,86.0,0.0
./corner_detector_dataset/images/josea_1664324950_6949627.jpg,-1449.0,-1475.0,-897.0,-1457.0,-285.0,285.0,293.0,-293.0,0.0
./corner_detector_dataset/images/josea_1664324950_861297.jpg,-1612.0,-2180.0,-1412.0,-1596.0,-392.0,392.0,376.0,-376.0,0.0
./corner_detector_dataset/images/josea_1664324951_0456245.jpg,-2028.0,-4320.0,-2036.0,-4228.0,-42.0,42.0,2242.0,-2242.0,0.0
./corner_detector_dataset/images/josea_1664324951_2221916.jpg,-4076.0,-4636.0,-4190.0,-4650.0,64.0,-64.0,510.0,-510.0,0.0
./corner_detector_dataset/images/josea_1664324951_4052782.jpg,-4221.0,-4587.0,-4657.0,-4713.0,281.0,-281.0,211.0,-211.0,0.0
./corner_detector_dataset/images/josea_1664324951_5909314.jpg,-4236.0,-4424.0,-4638.0,-4858.0,418.0,-418.0,204.0,-204.0,0.0
./corner_detector_dataset/images/josea_1664324951_7896152.jpg,-2048.0,-2262.0,-2114.0,-2296.0,50.0,-50.0,198.0,-198.0,0.0
./corner_detector_dataset/images/josea_1664324951_939793.jpg,-2207.0,-2443.0,-2273.0,-2499.0,61.0,-61.0,231.0,-231.0,0.0
./corner_detector_dataset/images/josea_1664324952_123019.jpg,-2397.0,-2641.0,-2447.0,-2697.0,53.0,-53.0,247.0,-247.0,0.0
./corner_detector_dataset/images/josea_1664324952_3039603.jpg,-2569.0,-2885.0,-2637.0,-2935.0,59.0,-59.0,307.0,-307.0,0.0
./corner_detector_dataset/images/josea_1664324952_4897628.jpg,-2814.0,-3070.0,-2850.0,-3130.0,48.0,-48.0,268.0,-268.0,0.0
./corner_detector_dataset/images/josea_1664324952_6523983.jpg,-2983.0,-3215.0,-3035.0,-3253.0,45.0,-45.0,225.0,-225.0,0.0
./corner_detector_dataset/images/josea_1664324952_8331437.jpg,-3132.0,-3328.0,-3108.0,-3372.0,10.0,-10.0,230.0,-230.0,0.0
./corner_detector_dataset/images/josea_1664324953_002951.jpg,-3252.0,-3444.0,-3206.0,-3414.0,-38.0,38.0,200.0,-200.0,0.0
./corner_detector_dataset/images/josea_1664324953_182547.jpg,-3289.0,-3549.0,-3321.0,-3519.0,1.0,-1.0,229.0,-229.0,0.0
./corner_detector_dataset/images/josea_1664324953_385324.jpg,-3339.0,-3679.0,-3463.0,-3713.0,79.0,-79.0,295.0,-295.0,0.0
./corner_detector_dataset/images/josea_1664324953_57975.jpg,-3615.0,-3737.0,-3515.0,-3867.0,15.0,-15.0,237.0,-237.0,0.0
./corner_detector_dataset/images/josea_1664324953_7356193.jpg,-3767.0,-5017.0,-3479.0,-4851.0,-227.0,227.0,1311.0,-1311.0,0.0
./corner_detector_dataset/images/josea_1664324953_9333258.jpg,-4779.0,-9243.0,-5665.0,-9103.0,373.0,-373.0,3951.0,-3951.0,0.0
./corner_detector_dataset/images/josea_1664324954_115642.jpg,-8231.0,-8915.0,-9047.0,-9729.0,815.0,-815.0,683.0,-683.0,0.0
./corner_detector_dataset/images/josea_1664324954_2945557.jpg,-8422.0,-9044.0,-9182.0,-9796.0,756.0,-756.0,618.0,-618.0,0.0
./corner_detector_dataset/images/josea_1664324954_4757025.jpg,-8530.0,-9076.0,-9256.0,-9774.0,712.0,-712.0,532.0,-532.0,0.0
./corner_detector_dataset/images/josea_1664324954_644091.jpg,-8533.0,-9111.0,-9261.0,-9789.0,703.0,-703.0,553.0,-553.0,0.0
./corner_detector_dataset/images/josea_1664324954_8211813.jpg,-8550.0,-9118.0,-9288.0,-9804.0,712.0,-712.0,542.0,-542.0,0.0
./corner_detector_dataset/images/josea_1664324954_9856265.jpg,-8596.0,-9094.0,-9264.0,-9778.0,676.0,-676.0,506.0,-506.0,0.0
./corner_detector_dataset/images/josea_1664324955_1754425.jpg,-8615.0,-8275.0,-9169.0,-8883.0,581.0,-581.0,-313.0,313.0,0.0
./corner_detector_dataset/images/josea_1664324955_357373.jpg,-7882.0,-7466.0,-8228.0,-7988.0,434.0,-434.0,-328.0,328.0,0.0
./corner_detector_dataset/images/josea_1664324955_555182.jpg,-6901.0,-3543.0,-6847.0,-3807.0,105.0,-105.0,-3199.0,3199.0,0.0
./corner_detector_dataset/images/josea_1664324955_7521806.jpg,-3467.0,-2793.0,-3411.0,-2727.0,-61.0,61.0,-679.0,679.0,0.0
./corner_detector_dataset/images/josea_1664324955_935279.jpg,-2599.0,-2303.0,-2609.0,-2259.0,-17.0,17.0,-323.0,323.0,0.0
./corner_detector_dataset/images/josea_1664324956_148561.jpg,-2171.0,-1821.0,-2211.0,-1827.0,23.0,-23.0,-367.0,367.0,0.0
./corner_detector_dataset/images/josea_1664324956_3306246.jpg,-1732.0,-1384.0,-1770.0,-1442.0,48.0,-48.0,-338.0,338.0,0.0
./corner_detector_dataset/images/josea_1664324956_5093107.jpg,-1383.0,-1223.0,-1415.0,-1249.0,29.0,-29.0,-163.0,163.0,0.0
./corner_detector_dataset/images/josea_1664324956_7003658.jpg,-1249.0,-1147.0,-1231.0,-1187.0,11.0,-11.0,-73.0,73.0,0.0
./corner_detector_dataset/images/josea_1664324956_9006972.jpg,-1228.0,-1146.0,-1128.0,-1130.0,-58.0,58.0,-40.0,40.0,0.0
./corner_detector_dataset/images/josea_1664324957_0842838.jpg,-1303.0,-1669.0,-1031.0,-1567.0,-187.0,187.0,451.0,-451.0,0.0
./corner_detector_dataset/images/josea_1664324957_2702744.jpg,-1880.0,-4132.0,-1728.0,-3856.0,-214.0,214.0,2190.0,-2190.0,0.0
./corner_detector_dataset/images/josea_1664324957_4845467.jpg,-3928.0,-4478.0,-3816.0,-4338.0,-126.0,126.0,536.0,-536.0,0.0
./corner_detector_dataset/images/josea_1664324957_6477015.jpg,-4308.0,-4630.0,-4158.0,-4524.0,-128.0,128.0,344.0,-344.0,0.0
./corner_detector_dataset/images/josea_1664324957_8309557.jpg,-4485.0,-4565.0,-4273.0,-4415.0,-181.0,181.0,111.0,-111.0,0.0
./corner_detector_dataset/images/josea_1664324958_035249.jpg,-2040.0,-2264.0,-2064.0,-2272.0,16.0,-16.0,216.0,-216.0,0.0
./corner_detector_dataset/images/josea_1664324958_2292309.jpg,-2212.0,-2432.0,-2252.0,-2464.0,36.0,-36.0,216.0,-216.0,0.0
./corner_detector_dataset/images/josea_1664324958_4299924.jpg,-2365.0,-2615.0,-2423.0,-2655.0,49.0,-49.0,241.0,-241.0,0.0
./corner_detector_dataset/images/josea_1664324958_5965047.jpg,-2564.0,-2832.0,-2590.0,-2894.0,44.0,-44.0,286.0,-286.0,0.0
./corner_detector_dataset/images/josea_1664324958_7804213.jpg,-2764.0,-3002.0,-2798.0,-3024.0,28.0,-28.0,232.0,-232.0,0.0
./corner_detector_dataset/images/josea_1664324958_9792507.jpg,-2921.0,-3123.0,-2929.0,-3149.0,17.0,-17.0,211.0,-211.0,0.0
./corner_detector_dataset/images/josea_1664324959_1370165.jpg,-3023.0,-3189.0,-3029.0,-3197.0,7.0,-7.0,167.0,-167.0,0.0
./corner_detector_dataset/images/josea_1664324959_3357403.jpg,-3039.0,-3297.0,-3119.0,-3307.0,45.0,-45.0,223.0,-223.0,0.0
./corner_detector_dataset/images/josea_1664324959_5362992.jpg,-3159.0,-3405.0,-3231.0,-3479.0,73.0,-73.0,247.0,-247.0,0.0
./corner_detector_dataset/images/josea_1664324959_7353296.jpg,-3290.0,-3596.0,-3354.0,-3668.0,68.0,-68.0,310.0,-310.0,0.0
./corner_detector_dataset/images/josea_1664324959_9010022.jpg,-3701.0,-3331.0,-3303.0,-3379.0,-175.0,175.0,-147.0,147.0,0.0
./corner_detector_dataset/images/josea_1664324960_1020806.jpg,-3104.0,-4790.0,-3194.0,-4388.0,-156.0,156.0,1440.0,-1440.0,0.0
./corner_detector_dataset/images/josea_1664324960_3015199.jpg,-4500.0,-9522.0,-5482.0,-9720.0,590.0,-590.0,4630.0,-4630.0,0.0
./corner_detector_dataset/images/josea_1664324960_4852676.jpg,-8532.0,-9294.0,-9574.0,-10216.0,982.0,-982.0,702.0,-702.0,0.0
./corner_detector_dataset/images/josea_1664324960_7021127.jpg,-8726.0,-9278.0,-9672.0,-10244.0,956.0,-956.0,562.0,-562.0,0.0
