image_dir,conv_a,conv_b,conv_c,conv_d,conv_e,conv_f,conv_g,conv_h,is_fridge_corner
./corner_detector_dataset/images/javier_1664326453_9851913.jpg,-7211.0,-7871.0,-7787.0,-8357.0,531.0,-531.0,615.0,-615.0,0.0
./corner_detector_dataset/images/javier_1664326454_0152104.jpg,-7402.0,-8046.0,-7978.0,-8586.0,558.0,-558.0,626.0,-626.0,0.0
./corner_detector_dataset/images/javier_1664326454_0463166.jpg,-7509.0,-8371.0,-8245.0,-8909.0,637.0,-637.0,763.0,-763.0,0.0
./corner_detector_dataset/images/javier_1664326454_0762415.jpg,-7773.0,-8549.0,-8607.0,-9257.0,771.0,-771.0,713.0,-713.0,0.0
./corner_detector_dataset/images/javier_1664326454_10599.jpg,-7985.0,-8743.0,-8873.0,-9525.0,835.0,-835.0,705.0,-705.0,0.0
./corner_detector_dataset/images/javier_1664326454_135466.jpg,-8259.0,-7797.0,-9019.0,-8635.0,799.0,-799.0,-423.0,423.0,0.0
./corner_detector_dataset/images/javier_1664326454_166425.jpg,-7249.0,-6519.0,-7779.0,-7163.0,587.0,-587.0,-673.0,673.0,0.0
./corner_detector_dataset/images/javier_1664326454_1960695.jpg,-6111.0,-9485.0,-6837.0,-9989.0,615.0,-615.0,3263.0,-3263.0,0.0
./corner_detector_dataset/images/javier_1664326454_225895.jpg,-9045.0,-9905.0,-9911.0,-10681.0,821.0,-821.0,815.0,-815.0,0.0
./corner_detector_dataset/images/javier_1664326454_2573957.jpg,-9247.0,-10249.0,-10219.0,-11067.0,895.0,-895.0,925.0,-925.0,0.0
./corner_detector_dataset/images/javier_1664326454_2877333.jpg,-9678.0,-10508.0,-10480.0,-11414.0,854.0,-854.0,882.0,-882.0,0.0
./corner_detector_dataset/images/javier_1664326454_3189814.jpg,-9052.0,-9702.0,-11642.0,-10428.0,1658.0,-1658.0,-282.0,282.0,0.0
./corner_detector_dataset/images/javier_1664326454_3491547.jpg,-8618.0,-5688.0,-9724.0,-8434.0,1926.0,-1926.0,-2110.0,2110.0,0.0
./corner_detector_dataset/images/javier_1664326454_3782384.jpg,-6572.0,-6888.0,-7060.0,-7708.0,654.0,-654.0,482.0,-482.0,0.0
./corner_detector_dataset/images/javier_1664326454_4107745.jpg,-7895.0,-8451.0,-8457.0,-8955.0,533.0,-533.0,527.0,-527.0,0.0
./corner_detector_dataset/images/javier_1664326454_4418972.jpg,-7899.0,-8431.0,-8537.0,-8947.0,577.0,-577.0,471.0,-471.0,0.0
./corner_detector_dataset/images/javier_1664326454_473017.jpg,-7887.0,-8421.0,-8529.0,-9013.0,617.0,-617.0,509.0,-509.0,0.0
./corner_detector_dataset/images/javier_1664326454_5030015.jpg,-7934.0,-8400.0,-8532.0,-9002.0,600.0,-600.0,468.0,-468.0,0.0
./corner_detector_dataset/images/javier_1664326454_5323029.jpg,-7897.0,-8415.0,-8539.0,-8975.0,601.0,-601.0,477.0,-477.0,0.0
./corner_detector_dataset/images/javier_1664326454_5617566.jpg,-7907.0,-8365.0,-8517.0,-8969.0,607.0,-607.0,455.0,-455.0,0.0
./corner_detector_dataset/images/javier_1664326454_5926867.jpg,-7923.0,-8365.0,-8433.0,-8921.0,533.0,-533.0,465.0,-465.0,0.0
./corner_detector_dataset/images/javier_1664326454_6236227.jpg,-7922.0,-8046.0,-8414.0,-8522.0,484.0,-484.0,116.0,-116.0,0.0
./corner_detector_dataset/images/javier_1664326454_6557584.jpg,-7525.0,-7983.0,-8013.0,-8445.0,475.0,-475.0,445.0,-445.0,0.0
./corner_detector_dataset/images/javier_1664326454_6859417.jpg,-7523.0,-8021.0,-8017.0,-8481.0,477.0,-477.0,481.0,-481.0,0.0
./corner_detector_dataset/images/javier_1664326454_717267.jpg,-7510.0,-7366.0,-8094.0,-7826.0,522.0,-522.0,-206.0,206.0,0.0
./corner_detector_dataset/images/javier_1664326454_747688.jpg,-6783.0,-7709.0,-7379.0,-8279.0,583.0,-583.0,913.0,-913.0,0.0
./corner_detector_dataset/images/javier_1664326454_7765422.jpg,-7377.0,-7657.0,-7915.0,-8205.0,543.0,-543.0,285.0,-285.0,0.0
./corner_detector_dataset/images/javier_1664326454_807724.jpg,-7960.0,-6894.0,-7018.0,-7388.0,-224.0,224.0,-348.0,348.0,0.0
./corner_detector_dataset/images/javier_1664326454_8374193.jpg,-7679.0,-7077.0,-5555.0,-5923.0,-1639.0,1639.0,-117.0,117.0,1.0
./corner_detector_dataset/images/javier_1664326455_362983.jpg,-7348.0,-7322.0,-4962.0,-5340.0,-2184.0,2184.0,176.0,-176.0,0.0
./corner_detector_dataset/images/javier_1664326455_4965281.jpg,-7337.0,-7283.0,-4635.0,-5023.0,-2481.0,2481.0,167.0,-167.0,0.0
./corner_detector_dataset/images/javier_1664326455_9986277.jpg,-7349.0,-7295.0,-4301.0,-4741.0,-2801.0,2801.0,193.0,-193.0,0.0
./corner_detector_dataset/images/javier_1664326456_028787.jpg,-7398.0,-7364.0,-4006.0,-4484.0,-3136.0,3136.0,222.0,-222.0,0.0
./corner_detector_dataset/images/javier_1664326456_0584922.jpg,-7432.0,-7428.0,-3814.0,-4246.0,-3400.0,3400.0,214.0,-214.0,0.0
./corner_detector_dataset/images/javier_1664326456_2030215.jpg,-7288.0,-7604.0,-3794.0,-4230.0,-3434.0,3434.0,376.0,-376.0,0.0
./corner_detector_dataset/images/javier_1664326456_3696449.jpg,-7403.0,-7601.0,-3839.0,-4335.0,-3415.0,3415.0,347.0,-347.0,0.0
./corner_detector_dataset/images/javier_1664326456_6859663.jpg,-5649.0,-10147.0,-5705.0,-6805.0,-1643.0,1643.0,2799.0,-2799.0,1.0
./corner_detector_dataset/images/javier_1664326456_9553022.jpg,-7988.0,-8894.0,-8716.0,-9466.0,650.0,-650.0,828.0,-828.0,0.0
./corner_detector_dataset/images/javier_1664326457_087832.jpg,-8323.0,-9093.0,-9055.0,-9767.0,703.0,-703.0,741.0,-741.0,0.0
./corner_detector_dataset/images/javier_1664326457_5889485.jpg,-8565.0,-8145.0,-9267.0,-8829.0,693.0,-693.0,-429.0,429.0,0.0
./corner_detector_dataset/images/javier_1664326457_621245.jpg,-7409.0,-6759.0,-8027.0,-7351.0,605.0,-605.0,-663.0,663.0,0.0
./corner_detector_dataset/images/javier_1664326457_6518297.jpg,-6356.0,-9576.0,-7050.0,-10198.0,658.0,-658.0,3184.0,-3184.0,0.0
./corner_detector_dataset/images/javier_1664326457_679924.jpg,-9253.0,-10205.0,-10151.0,-10957.0,825.0,-825.0,879.0,-879.0,0.0
./corner_detector_dataset/images/javier_1664326457_7106798.jpg,-9602.0,-10502.0,-10410.0,-11346.0,826.0,-826.0,918.0,-918.0,0.0
./corner_detector_dataset/images/javier_1664326457_7405274.jpg,-9984.0,-10670.0,-10654.0,-11412.0,706.0,-706.0,722.0,-722.0,0.0
./corner_detector_dataset/images/javier_1664326457_7702303.jpg,-10082.0,-10726.0,-10736.0,-11344.0,636.0,-636.0,626.0,-626.0,0.0
./corner_detector_dataset/images/javier_1664326457_7999063.jpg,-10061.0,-7099.0,-10531.0,-7779.0,575.0,-575.0,-2857.0,2857.0,0.0
./corner_detector_dataset/images/javier_1664326457_8300502.jpg,-6845.0,-7133.0,-7261.0,-7555.0,419.0,-419.0,291.0,-291.0,0.0
./corner_detector_dataset/images/javier_1664326457_8612363.jpg,-7943.0,-8507.0,-8461.0,-8975.0,493.0,-493.0,539.0,-539.0,0.0
./corner_detector_dataset/images/javier_1664326457_8912246.jpg,-7990.0,-8532.0,-8522.0,-9024.0,512.0,-512.0,522.0,-522.0,0.0
./corner_detector_dataset/images/javier_1664326457_9217117.jpg,-8005.0,-8583.0,-8585.0,-9089.0,543.0,-543.0,541.0,-541.0,0.0
./corner_detector_dataset/images/javier_1664326457_9529593.jpg,-8034.0,-8552.0,-8656.0,-9090.0,580.0,-580.0,476.0,-476.0,0.0
./corner_detector_dataset/images/javier_1664326457_9817088.jpg,-8001.0,-8559.0,-8653.0,-9137.0,615.0,-615.0,521.0,-521.0,0.0
./corner_detector_dataset/images/javier_1664326458_0105994.jpg,-8029.0,-8501.0,-8681.0,-9107.0,629.0,-629.0,449.0,-449.0,0.0
./corner_detector_dataset/images/javier_1664326458_0420463.jpg,-7990.0,-8426.0,-8622.0,-9038.0,622.0,-622.0,426.0,-426.0,0.0
./corner_detector_dataset/images/javier_1664326458_0730572.jpg,-7965.0,-8053.0,-8523.0,-8629.0,567.0,-567.0,97.0,-97.0,0.0
./corner_detector_dataset/images/javier_1664326458_103357.jpg,-7554.0,-8006.0,-8094.0,-8522.0,528.0,-528.0,440.0,-440.0,0.0
./corner_detector_dataset/images/javier_1664326458_133109.jpg,-7535.0,-8063.0,-8103.0,-8565.0,535.0,-535.0,495.0,-495.0,0.0
./corner_detector_dataset/images/javier_1664326458_1638913.jpg,-7633.0,-7443.0,-8087.0,-7971.0,491.0,-491.0,-153.0,153.0,0.0
./corner_detector_dataset/images/javier_1664326458_194707.jpg,-6858.0,-8008.0,-7604.0,-8474.0,606.0,-606.0,1010.0,-1010.0,0.0
./corner_detector_dataset/images/javier_1664326458_22435.jpg,-7516.0,-7760.0,-8120.0,-8364.0,604.0,-604.0,244.0,-244.0,0.0
./corner_detector_dataset/images/javier_1664326458_2534819.jpg,-7023.0,-6443.0,-8175.0,-6993.0,851.0,-851.0,-881.0,881.0,0.0
./corner_detector_dataset/images/javier_1664326458_284732.jpg,-6069.0,-4269.0,-6117.0,-5411.0,595.0,-595.0,-1253.0,1253.0,0.0
./corner_detector_dataset/images/javier_1664326458_3151777.jpg,-4465.0,-4797.0,-4691.0,-4757.0,93.0,-93.0,199.0,-199.0,0.0
./corner_detector_dataset/images/javier_1664326458_3454514.jpg,-4527.0,-4307.0,-4573.0,-4547.0,143.0,-143.0,-123.0,123.0,0.0
./corner_detector_dataset/images/javier_1664326458_3771665.jpg,-4267.0,-4103.0,-4135.0,-4137.0,-49.0,49.0,-81.0,81.0,0.0
./corner_detector_dataset/images/javier_1664326458_407439.jpg,-3902.0,-4104.0,-3942.0,-3980.0,-42.0,42.0,120.0,-120.0,0.0
./corner_detector_dataset/images/javier_1664326458_4390733.jpg,-3991.0,-3729.0,-3713.0,-3749.0,-129.0,129.0,-113.0,113.0,0.0
./corner_detector_dataset/images/javier_1664326458_4691386.jpg,-3663.0,-3975.0,-3485.0,-3715.0,-219.0,219.0,271.0,-271.0,0.0
./corner_detector_dataset/images/javier_1664326458_4996834.jpg,-3737.0,-3971.0,-3659.0,-3839.0,-105.0,105.0,207.0,-207.0,0.0
./corner_detector_dataset/images/javier_1664326458_529647.jpg,-3554.0,-8286.0,-3984.0,-8256.0,200.0,-200.0,4502.0,-4502.0,0.0
./corner_detector_dataset/images/javier_1664326458_5608125.jpg,-8056.0,-9140.0,-8680.0,-9528.0,506.0,-506.0,966.0,-966.0,0.0
./corner_detector_dataset/images/javier_1664326458_5896318.jpg,-8502.0,-9282.0,-9162.0,-9870.0,624.0,-624.0,744.0,-744.0,0.0
./corner_detector_dataset/images/javier_1664326458_6198983.jpg,-8725.0,-8379.0,-9387.0,-9003.0,643.0,-643.0,-365.0,365.0,0.0
./corner_detector_dataset/images/javier_1664326458_6500525.jpg,-7620.0,-6974.0,-8126.0,-7540.0,536.0,-536.0,-616.0,616.0,0.0
./corner_detector_dataset/images/javier_1664326458_6805549.jpg,-6585.0,-9757.0,-7279.0,-10257.0,597.0,-597.0,3075.0,-3075.0,0.0
./corner_detector_dataset/images/javier_1664326458_7114782.jpg,-9464.0,-10458.0,-10268.0,-11158.0,752.0,-752.0,942.0,-942.0,0.0
./corner_detector_dataset/images/javier_1664326458_7410893.jpg,-9866.0,-10654.0,-10560.0,-11396.0,718.0,-718.0,812.0,-812.0,0.0
./corner_detector_dataset/images/javier_1664326458_7712867.jpg,-10070.0,-10730.0,-10728.0,-11364.0,646.0,-646.0,648.0,-648.0,0.0
./corner_detector_dataset/images/javier_1664326458_802095.jpg,-10077.0,-10733.0,-10747.0,-11345.0,641.0,-641.0,627.0,-627.0,0.0
./corner_detector_dataset/images/javier_1664326458_8334696.jpg,-10145.0,-7149.0,-10589.0,-7819.0,557.0,-557.0,-2883.0,2883.0,0.0
./corner_detector_dataset/images/javier_1664326458_8628452.jpg,-6879.0,-7137.0,-7263.0,-7527.0,387.0,-387.0,261.0,-261.0,0.0
./corner_detector_dataset/images/javier_1664326458_8937385.jpg,-7963.0,-8499.0,-8435.0,-8953.0,463.0,-463.0,527.0,-527.0,0.0
./corner_detector_dataset/images/javier_1664326458_9246538.jpg,-8006.0,-8560.0,-8480.0,-8998.0,456.0,-456.0,536.0,-536.0,0.0
./corner_detector_dataset/images/javier_1664326458_9563162.jpg,-8064.0,-8620.0,-8528.0,-9064.0,454.0,-454.0,546.0,-546.0,0.0
./corner_detector_dataset/images/javier_1664326458_9871244.jpg,-8103.0,-8657.0,-8599.0,-9091.0,465.0,-465.0,523.0,-523.0,0.0
./corner_detector_dataset/images/javier_1664326459_0196803.jpg,-8114.0,-8698.0,-8652.0,-9176.0,508.0,-508.0,554.0,-554.0,0.0
./corner_detector_dataset/images/javier_1664326459_0488334.jpg,-8116.0,-8704.0,-8772.0,-9216.0,584.0,-584.0,516.0,-516.0,0.0
./corner_detector_dataset/images/javier_1664326459_0777667.jpg,-8099.0,-8605.0,-8817.0,-9225.0,669.0,-669.0,457.0,-457.0,0.0
./corner_detector_dataset/images/javier_1664326459_1089914.jpg,-8047.0,-8187.0,-8769.0,-8863.0,699.0,-699.0,117.0,-117.0,0.0
./corner_detector_dataset/images/javier_1664326459_138683.jpg,-7669.0,-8067.0,-8323.0,-8739.0,663.0,-663.0,407.0,-407.0,0.0
./corner_detector_dataset/images/javier_1664326459_1681485.jpg,-7628.0,-8150.0,-8260.0,-8758.0,620.0,-620.0,510.0,-510.0,0.0
./corner_detector_dataset/images/javier_1664326459_2001445.jpg,-7999.0,-7201.0,-7985.0,-7785.0,285.0,-285.0,-499.0,499.0,0.0
./corner_detector_dataset/images/javier_1664326459_2306721.jpg,-6821.0,-8397.0,-7211.0,-8317.0,155.0,-155.0,1341.0,-1341.0,0.0
./corner_detector_dataset/images/javier_1664326459_261899.jpg,-7595.0,-8015.0,-8123.0,-8353.0,433.0,-433.0,325.0,-325.0,0.0
./corner_detector_dataset/images/javier_1664326459_292228.jpg,-7491.0,-6927.0,-7925.0,-7415.0,461.0,-461.0,-537.0,537.0,0.0
./corner_detector_dataset/images/javier_1664326459_321951.jpg,-5949.0,-5095.0,-7275.0,-5571.0,901.0,-901.0,-1279.0,1279.0,0.0
./corner_detector_dataset/images/javier_1664326459_3518546.jpg,-4760.0,-4260.0,-5130.0,-5442.0,776.0,-776.0,-94.0,94.0,0.0
./corner_detector_dataset/images/javier_1664326459_3830597.jpg,-4208.0,-4518.0,-5016.0,-4806.0,548.0,-548.0,50.0,-50.0,0.0
./corner_detector_dataset/images/javier_1664326459_4121425.jpg,-4159.0,-3753.0,-4647.0,-4475.0,605.0,-605.0,-289.0,289.0,0.0
./corner_detector_dataset/images/javier_1664326459_4434311.jpg,-3822.0,-3764.0,-3980.0,-4194.0,294.0,-294.0,78.0,-78.0,0.0
./corner_detector_dataset/images/javier_1664326459_474022.jpg,-3649.0,-3499.0,-3933.0,-3657.0,221.0,-221.0,-213.0,213.0,0.0
./corner_detector_dataset/images/javier_1664326459_504208.jpg,-3249.0,-3635.0,-3617.0,-3921.0,327.0,-327.0,345.0,-345.0,0.0
./corner_detector_dataset/images/javier_1664326459_5342686.jpg,-3262.0,-3924.0,-4022.0,-4244.0,540.0,-540.0,442.0,-442.0,0.0
./corner_detector_dataset/images/javier_1664326459_5659077.jpg,-3798.0,-7808.0,-4154.0,-8556.0,552.0,-552.0,4206.0,-4206.0,0.0
./corner_detector_dataset/images/javier_1664326459_596052.jpg,-7918.0,-9246.0,-8480.0,-9524.0,420.0,-420.0,1186.0,-1186.0,0.0
./corner_detector_dataset/images/javier_1664326459_6275811.jpg,-8572.0,-9394.0,-9202.0,-9936.0,586.0,-586.0,778.0,-778.0,0.0
./corner_detector_dataset/images/javier_1664326459_6583004.jpg,-8828.0,-8546.0,-9452.0,-9130.0,604.0,-604.0,-302.0,302.0,0.0
./corner_detector_dataset/images/javier_1664326459_686929.jpg,-7874.0,-6924.0,-8106.0,-7472.0,390.0,-390.0,-792.0,792.0,0.0
./corner_detector_dataset/images/javier_1664326459_7190175.jpg,-6547.0,-9991.0,-7221.0,-10215.0,449.0,-449.0,3219.0,-3219.0,0.0
./corner_detector_dataset/images/javier_1664326459_7476366.jpg,-9619.0,-10589.0,-10361.0,-11289.0,721.0,-721.0,949.0,-949.0,0.0
./corner_detector_dataset/images/javier_1664326459_7786605.jpg,-9999.0,-10701.0,-10659.0,-11391.0,675.0,-675.0,717.0,-717.0,0.0
./corner_detector_dataset/images/javier_1664326459_8084955.jpg,-10083.0,-10741.0,-10741.0,-11353.0,635.0,-635.0,635.0,-635.0,0.0
./corner_detector_dataset/images/javier_1664326459_8379705.jpg,-10083.0,-10741.0,-10741.0,-11353.0,635.0,-635.0,635.0,-635.0,0.0
./corner_detector_dataset/images/javier_1664326459_8684676.jpg,-10192.0,-7190.0,-10618.0,-7816.0,526.0,-526.0,-2902.0,2902.0,0.0
./corner_detector_dataset/images/javier_1664326459_8997824.jpg,-7130.0,-6852.0,-6822.0,-7056.0,-52.0,52.0,-22.0,22.0,0.0
./corner_detector_dataset/images/javier_1664326459_9311297.jpg,-7938.0,-8486.0,-8438.0,-8938.0,476.0,-476.0,524.0,-524.0,0.0
./corner_detector_dataset/images/javier_1664326459_960498.jpg,-7980.0,-8530.0,-8494.0,-9008.0,496.0,-496.0,532.0,-532.0,0.0
./corner_detector_dataset/images/javier_1664326459_9900336.jpg,-8021.0,-8583.0,-8553.0,-9069.0,509.0,-509.0,539.0,-539.0,0.0
./corner_detector_dataset/images/javier_1664326460_021709.jpg,-8078.0,-8612.0,-8590.0,-9104.0,502.0,-502.0,524.0,-524.0,0.0
./corner_detector_dataset/images/javier_1664326460_052006.jpg,-8128.0,-8698.0,-8614.0,-9168.0,478.0,-478.0,562.0,-562.0,0.0
./corner_detector_dataset/images/javier_1664326460_0835266.jpg,-8189.0,-8801.0,-8699.0,-9257.0,483.0,-483.0,585.0,-585.0,0.0
./corner_detector_dataset/images/javier_1664326460_1122813.jpg,-8208.0,-8854.0,-8850.0,-9336.0,562.0,-562.0,566.0,-566.0,0.0
./corner_detector_dataset/images/javier_1664326460_1438048.jpg,-8222.0,-8482.0,-8960.0,-9096.0,676.0,-676.0,198.0,-198.0,0.0
./corner_detector_dataset/images/javier_1664326460_1744497.jpg,-7909.0,-8255.0,-8571.0,-8935.0,671.0,-671.0,355.0,-355.0,0.0
./corner_detector_dataset/images/javier_1664326460_2062397.jpg,-7806.0,-8302.0,-8428.0,-8916.0,618.0,-618.0,492.0,-492.0,0.0
./corner_detector_dataset/images/javier_1664326460_2358987.jpg,-8364.0,-6494.0,-7908.0,-7082.0,66.0,-66.0,-1348.0,1348.0,0.0
./corner_detector_dataset/images/javier_1664326460_266049.jpg,-6320.0,-8238.0,-6156.0,-7650.0,-376.0,376.0,1706.0,-1706.0,0.0
./corner_detector_dataset/images/javier_1664326460_2963812.jpg,-7284.0,-8230.0,-7652.0,-8082.0,110.0,-110.0,688.0,-688.0,0.0
./corner_detector_dataset/images/javier_1664326460_3270977.jpg,-7462.0,-7016.0,-7882.0,-7344.0,374.0,-374.0,-492.0,492.0,0.0
./corner_detector_dataset/images/javier_1664326460_3573754.jpg,-7106.0,-5170.0,-6250.0,-5566.0,-230.0,230.0,-1310.0,1310.0,0.0
./corner_detector_dataset/images/javier_1664326460_3900027.jpg,-6041.0,-4351.0,-3639.0,-3291.0,-1731.0,1731.0,-1019.0,1019.0,0.0
./corner_detector_dataset/images/javier_1664326460_418535.jpg,-3582.0,-6062.0,-3660.0,-3864.0,-1060.0,1060.0,1342.0,-1342.0,0.0
./corner_detector_dataset/images/javier_1664326460_448254.jpg,-4443.0,-4453.0,-5407.0,-5015.0,763.0,-763.0,-191.0,191.0,0.0
./corner_detector_dataset/images/javier_1664326460_4790225.jpg,-4180.0,-3740.0,-4694.0,-4586.0,680.0,-680.0,-274.0,274.0,0.0
./corner_detector_dataset/images/javier_1664326460_5092556.jpg,-3675.0,-3659.0,-4217.0,-4095.0,489.0,-489.0,-69.0,69.0,0.0
./corner_detector_dataset/images/javier_1664326460_5400214.jpg,-3509.0,-3777.0,-3929.0,-4271.0,457.0,-457.0,305.0,-305.0,0.0
./corner_detector_dataset/images/javier_1664326460_5696557.jpg,-3675.0,-4327.0,-4043.0,-4717.0,379.0,-379.0,663.0,-663.0,0.0
./corner_detector_dataset/images/javier_1664326460_6011744.jpg,-4217.0,-7909.0,-4589.0,-8247.0,355.0,-355.0,3675.0,-3675.0,0.0
./corner_detector_dataset/images/javier_1664326460_6309385.jpg,-7814.0,-9170.0,-8286.0,-9538.0,420.0,-420.0,1304.0,-1304.0,0.0
./corner_detector_dataset/images/javier_1664326460_6606529.jpg,-8588.0,-9474.0,-9148.0,-9922.0,504.0,-504.0,830.0,-830.0,0.0
./corner_detector_dataset/images/javier_1664326460_6916397.jpg,-8871.0,-8685.0,-9467.0,-9211.0,561.0,-561.0,-221.0,221.0,0.0
./corner_detector_dataset/images/javier_1664326460_7218668.jpg,-8102.0,-6642.0,-8098.0,-7194.0,274.0,-274.0,-1182.0,1182.0,0.0
./corner_detector_dataset/images/javier_1664326460_7528787.jpg,-6355.0,-10107.0,-6889.0,-10103.0,265.0,-265.0,3483.0,-3483.0,0.0
./corner_detector_dataset/images/javier_1664326460_7823057.jpg,-9689.0,-10717.0,-10375.0,-11293.0,631.0,-631.0,973.0,-973.0,0.0
./corner_detector_dataset/images/javier_1664326460_8131492.jpg,-10057.0,-10729.0,-10715.0,-11365.0,647.0,-647.0,661.0,-661.0,0.0
./corner_detector_dataset/images/javier_1664326460_8433416.jpg,-10083.0,-10741.0,-10741.0,-11353.0,635.0,-635.0,635.0,-635.0,0.0
./corner_detector_dataset/images/javier_1664326460_8742664.jpg,-10083.0,-10741.0,-10741.0,-11353.0,635.0,-635.0,635.0,-635.0,0.0
./corner_detector_dataset/images/javier_1664326460_9035943.jpg,-10155.0,-7263.0,-10669.0,-7875.0,563.0,-563.0,-2843.0,2843.0,0.0
./corner_detector_dataset/images/javier_1664326460_9327974.jpg,-6512.0,-6726.0,-7416.0,-7254.0,716.0,-716.0,26.0,-26.0,0.0
./corner_detector_dataset/images/javier_1664326460_962789.jpg,-7915.0,-8485.0,-8343.0,-8855.0,399.0,-399.0,541.0,-541.0,0.0
./corner_detector_dataset/images/javier_1664326460_9938033.jpg,-7978.0,-8552.0,-8420.0,-8946.0,418.0,-418.0,550.0,-550.0,0.0
./corner_detector_dataset/images/javier_1664326461_0235653.jpg,-8031.0,-8615.0,-8513.0,-9035.0,451.0,-451.0,553.0,-553.0,0.0
./corner_detector_dataset/images/javier_1664326461_0556402.jpg,-8083.0,-8631.0,-8583.0,-9085.0,477.0,-477.0,525.0,-525.0,0.0
./corner_detector_dataset/images/javier_1664326461_0842693.jpg,-8108.0,-8692.0,-8628.0,-9160.0,494.0,-494.0,558.0,-558.0,0.0
./corner_detector_dataset/images/javier_1664326461_1141465.jpg,-8149.0,-8803.0,-8725.0,-9285.0,529.0,-529.0,607.0,-607.0,0.0
./corner_detector_dataset/images/javier_1664326461_1441438.jpg,-8251.0,-8911.0,-8849.0,-9455.0,571.0,-571.0,633.0,-633.0,0.0
./corner_detector_dataset/images/javier_1664326461_1735795.jpg,-8392.0,-8664.0,-8968.0,-9224.0,568.0,-568.0,264.0,-264.0,0.0
./corner_detector_dataset/images/javier_1664326461_204173.jpg,-8132.0,-8424.0,-8636.0,-8956.0,518.0,-518.0,306.0,-306.0,0.0
./corner_detector_dataset/images/javier_1664326461_2355735.jpg,-7954.0,-8446.0,-8448.0,-8912.0,480.0,-480.0,478.0,-478.0,0.0
./corner_detector_dataset/images/javier_1664326461_266493.jpg,-7582.0,-6590.0,-8816.0,-7048.0,846.0,-846.0,-1380.0,1380.0,0.0
./corner_detector_dataset/images/javier_1664326461_2969549.jpg,-5953.0,-7087.0,-6517.0,-8313.0,895.0,-895.0,1465.0,-1465.0,0.0
./corner_detector_dataset/images/javier_1664326461_3270974.jpg,-6999.0,-7863.0,-7485.0,-8371.0,497.0,-497.0,875.0,-875.0,0.0
./corner_detector_dataset/images/javier_1664326461_3560517.jpg,-7708.0,-6648.0,-7548.0,-7096.0,144.0,-144.0,-756.0,756.0,0.0
